brand_en,brand_ar,ingredients,strength,form,pack_size,manufacturer,categories,drug_class,use_en,fridge,controlled,confidence,source
Duodart,ديودارت,dutasteride;tamsulosin,0.5/0.4 mg,capsule,30 capsules,GlaxoSmithKline,urology,5-alpha reductase inhibitor + alpha-1 blocker,enlarged prostate,no,no,high,https://www.bloompharmacy.com/products/duodart-0-5-mg-0-4-mg-30-capsules
Proscar,بروسكار,finasteride,5 mg,film-coated tablet,28 tablets,MSD,urology,5-alpha reductase inhibitor,shrinks enlarged prostate,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=1650
Prostec,بروستيك,finasteride,5 mg,tablet,14 tablets,,urology,5-alpha reductase inhibitor,shrinks enlarged prostate,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=671
Finastura,فيناستورا,finasteride,5 mg,film-coated tablet,30 tablets,,urology,5-alpha reductase inhibitor,shrinks enlarged prostate,no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=2397
Prostride,بروستريد,finasteride,5 mg,capsule,30 capsules,,urology,5-alpha reductase inhibitor,shrinks enlarged prostate,no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=1663
Vesicare,فيزيكير,solifenacin,5 mg,film-coated tablet,30 tablets,Astellas,urology,antimuscarinic,overactive bladder,no,no,medium,
Vesicare,فيزيكير,solifenacin,10 mg,film-coated tablet,30 tablets,Astellas,urology,antimuscarinic,overactive bladder,no,no,medium,
Detrusitol SR,ديتروسيتول اس آر,tolterodine,4 mg,extended-release capsule,28 capsules,Pfizer,urology,antimuscarinic,overactive bladder,no,no,medium,
Viagra,فياجرا,sildenafil,50 mg,film-coated tablet,4 tablets,Pfizer,urology,PDE5 inhibitor,erectile dysfunction,no,no,medium,
Viagra,فياجرا,sildenafil,100 mg,film-coated tablet,4 tablets,Pfizer,urology,PDE5 inhibitor,erectile dysfunction,no,no,medium,
Cialis,سياليس,tadalafil,20 mg,film-coated tablet,4 tablets,Eli Lilly,urology,PDE5 inhibitor,erectile dysfunction,no,no,medium,
Cialis,سياليس,tadalafil,5 mg,film-coated tablet,28 tablets,Eli Lilly,urology,PDE5 inhibitor,erectile dysfunction (daily dose),no,no,medium,
Femara,فيمارا,letrozole,2.5 mg,tablet,30 tablets,Novartis,womens-health,aromatase inhibitor,fertility treatment,no,no,high,https://www.bloompharmacy.com/products/femara-2-5-mg-30-tablets
Prostat,بروستات,finasteride,5 mg,film-coated tablet,14 tablets,,urology,5-alpha reductase inhibitor,shrinks enlarged prostate,no,no,medium,
Renvela,رينفيلا,sevelamer carbonate,800 mg,film-coated tablet,30 tablets,Sanofi Genzyme,urology,phosphate binder,lowers blood phosphate,no,no,medium,
Resonium A,ريزونيوم أيه,calcium polystyrene sulfonate,,powder for oral suspension,,Sanofi,urology,potassium binder,lowers high blood potassium,no,no,medium,
Yasmin,ياسمين,drospirenone;ethinylestradiol,3/0.03 mg,film-coated tablet,21 tablets,Bayer,womens-health,combined oral contraceptive,birth control,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=1946
Microgynon,ميكروجينون,levonorgestrel;ethinylestradiol,0.15/0.03 mg,tablet,21 tablets,Bayer,womens-health,combined oral contraceptive,birth control,no,no,medium,
Gynera,جينيرا,desogestrel;ethinylestradiol,0.075/0.03 mg,tablet,21 tablets,Bayer,womens-health,combined oral contraceptive,birth control,no,no,medium,
Duphaston,دوفاستون,dydrogesterone,10 mg,film-coated tablet,60 tablets,Abbott,womens-health,progestogen,threatened miscarriage/hormone support,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=4669
Cyclogest,سيكلوجست,progesterone,400 mg,vaginal suppository,15 suppositories,Actavis,womens-health,progestogen,luteal phase/fertility support,no,no,medium,
Utrogestan,أوتروجيستان,progesterone,100 mg,capsule,30 capsules,Besins Healthcare,womens-health,progestogen,hormone support in pregnancy,no,no,medium,
Utrogestan,أوتروجيستان,progesterone,200 mg,capsule,15 capsules,Besins Healthcare,womens-health,progestogen,hormone support in pregnancy,no,no,medium,
Prontogest,برونتوجست,progesterone,25 mg/mL,injection,5 ampoules,IBSA,womens-health,progestogen,fertility/luteal support injection,no,no,medium,
Clomid,كلوميد,clomiphene,50 mg,tablet,20 tablets,Global Napi Pharmaceuticals,womens-health,ovulation induction agent,fertility treatment,no,no,high,https://dwaprices.com/med.php?id=2786
Progynova,بروجينوفا,estradiol valerate,2 mg,film-coated tablet,21 tablets,Bayer,womens-health,estrogen,hormone replacement/fertility support,no,no,medium,
Gyno-Daktarin,جينو دكتارين,miconazole,2%,vaginal cream,,Janssen,womens-health;antifungal,imidazole antifungal,vaginal yeast infection,no,no,medium,
Dalacin,دالاسين,clindamycin,2%,vaginal cream,40 g,Pfizer,womens-health;antibiotic,antibiotic,bacterial vaginal infection,no,no,medium,
Betadine,بيتادين,povidone-iodine,10%,topical solution,,Mundipharma,womens-health,antiseptic,vaginal antisepsis/douche,no,no,medium,
Canesten,كانستين,clotrimazole,100 mg,vaginal suppository,6 suppositories,Bayer,womens-health;antifungal,imidazole antifungal,vaginal yeast infection,no,no,medium,
Canesten,كانستين,clotrimazole,500 mg,vaginal suppository,1 suppository,Bayer,womens-health;antifungal,imidazole antifungal,vaginal yeast infection (single dose),no,no,medium,
Betmiga,بيتميجا,mirabegron,25 mg,extended-release tablet,30 tablets,Astellas,urology,beta-3 adrenergic agonist,overactive bladder,no,no,high,https://dwaprices.com/med.php?id=15165
Betmiga,بيتميجا,mirabegron,50 mg,extended-release tablet,30 tablets,Astellas,urology,beta-3 adrenergic agonist,overactive bladder,no,no,high,https://dwaprices.com/med.php?id=15166
Oxybin,أوكسيبين,oxybutynin,5 mg,tablet,20 tablets,,urology,antimuscarinic,overactive bladder,no,no,high,https://dwaprices.com/med.php?id=24408
Uripan XR,يوريبان اكس ار,oxybutynin,10 mg,extended-release tablet,30 tablets,,urology,antimuscarinic,overactive bladder,no,no,high,https://dwaprices.com/med.php?id=28854
Detronin,ديترونين,oxybutynin,5 mg,tablet,20 tablets,,urology,antimuscarinic,overactive bladder,no,no,high,https://dwaprices.com/med.php?id=3522
Silden,سيلدين,sildenafil,25 mg,film-coated tablet,10 tablets,EIPICO,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=10449
Silden,سيلدين,sildenafil,50 mg,film-coated tablet,4 tablets,EIPICO,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=26959
Silden,سيلدين,sildenafil,100 mg,film-coated tablet,4 tablets,EIPICO,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=26957
Silagra,سيلاجرا,sildenafil,25 mg,film-coated tablet,10 tablets,,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=10442
Sildenarock,سيلديناروك,sildenafil,100 mg,film-coated tablet,12 tablets,,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=7019
Erec,إيريك,sildenafil,100 mg,film-coated tablet,12 tablets,Adwia,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=18513
Cialong,سيالونج,tadalafil,20 mg,film-coated tablet,4 tablets,Borg,urology,PDE5 inhibitor,erectile dysfunction,no,no,high,https://dwaprices.com/med.php?id=16293
Rowatinex,روفاتينكس,pinene;camphene;cineole;fenchone;borneol;anethole,31/15/3/4/10/4 mg,capsule,45 capsules,Rowa Pharmaceuticals,urology,terpene combination,helps pass kidney stones,no,no,high,https://dwaprices.com/med.php?id=10048
Uralyt-U,يوراليت يو,potassium sodium hydrogen citrate,2.4 g/2.5 g measure,powder for oral suspension,280 g,Sandoz,urology,urinary alkaliniser,dissolves and prevents uric acid stones,no,no,high,https://www.bloompharmacy.com/products/uralyt-u-effervescent-granules-280-gm
