brand_en,brand_ar,ingredients,strength,form,pack_size,manufacturer,categories,drug_class,use_en,fridge,controlled,confidence,source
Tavacin,تافاسين,levofloxacin,500 mg,film-coated tablet,5 tablets,,antibiotic,fluoroquinolone,bacterial infections,no,no,high,https://dwaprices.com/ause.php?id=10
Avalox,افالوكس,moxifloxacin,400 mg,film-coated tablet,,Bayer,antibiotic,fluoroquinolone,bacterial infections,no,no,medium,
Tarivid,تاريفيد,ofloxacin,200 mg,film-coated tablet,,Sanofi,antibiotic,fluoroquinolone,bacterial infections,no,no,medium,
Vibramycin,فيبراميسين,doxycycline,100 mg,capsule,10 capsules,Pfizer,antibiotic,tetracycline,bacterial infections,no,no,high,https://dwaprices.com/ause.php?id=10
Dalacin C,دالاسين سي,clindamycin,300 mg,capsule,10 capsules,Pfizer,antibiotic,lincosamide,bacterial infections,no,no,high,https://dwaprices.com/ause.php?id=10
Dalacin C,دالاسين سي,clindamycin,150 mg,capsule,,Pfizer,antibiotic,lincosamide,bacterial infections,no,no,medium,
Septrin,سبترين,sulfamethoxazole;trimethoprim,400/80 mg,film-coated tablet,,GSK,antibiotic,sulfonamide + folate inhibitor combination,bacterial infections,no,no,medium,
Septrin,سبترين,sulfamethoxazole;trimethoprim,800/160 mg,film-coated tablet,,GSK,antibiotic,sulfonamide + folate inhibitor combination,bacterial infections,no,no,medium,
Septrin,سبترين,sulfamethoxazole;trimethoprim,200/40 mg/5 mL,suspension,,GSK,antibiotic,sulfonamide + folate inhibitor combination,bacterial infections,no,no,medium,
Macrofuran,ماكروفيوران,nitrofurantoin,50 mg,capsule,,,antibiotic,urinary antiseptic,urinary tract infections,no,no,medium,
Macrofuran,ماكروفيوران,nitrofurantoin,100 mg,capsule,,,antibiotic,urinary antiseptic,urinary tract infections,no,no,medium,
Monurol,مونيورول,fosfomycin,3 g,sachet,1 sachet,,antibiotic,phosphonic acid antibiotic,urinary tract infections,no,no,medium,
Flagyl,فلاجيل,metronidazole,500 mg,film-coated tablet,,Sanofi,antiparasitic,nitroimidazole,bacterial and parasitic infections,no,no,medium,
Flagyl,فلاجيل,metronidazole,250 mg,tablet,,Sanofi,antiparasitic,nitroimidazole,bacterial and parasitic infections,no,no,medium,
Amrizole,امريزول,metronidazole,500 mg,film-coated tablet,,,antiparasitic,nitroimidazole,bacterial and parasitic infections,no,no,medium,
Fasigyn,فاسيجين,tinidazole,500 mg,film-coated tablet,,Pfizer,antiparasitic,nitroimidazole,parasitic and anaerobic bacterial infections,no,no,medium,
Averozolid,افيروزوليد,linezolid,600 mg,film-coated tablet,10 tablets,,antibiotic,oxazolidinone,resistant bacterial infections,no,no,high,https://dwaprices.com/ause.php?id=10
Vancomycin,فانكومايسين,vancomycin,500 mg,injection,1 vial,,antibiotic,glycopeptide,resistant bacterial infections,no,no,medium,
Meronem,ميرونيم,meropenem,1 g,injection,1 vial,,antibiotic,carbapenem,severe bacterial infections,no,no,medium,
Tienam,تينام,imipenem;cilastatin,500/500 mg,injection,1 vial,,antibiotic,carbapenem,severe bacterial infections,no,no,medium,
Amikin,اميكين,amikacin,500 mg/2 mL,injection,1 vial,,antibiotic,aminoglycoside,severe bacterial infections,no,no,medium,
Gentamicin,جنتاميسين,gentamicin,80 mg/2 mL,injection,1 ampoule,,antibiotic,aminoglycoside,severe bacterial infections,no,no,medium,
Diflucan,ديفلوكان,fluconazole,150 mg,capsule,1 capsule,Pfizer,antifungal,triazole antifungal,fungal infections,no,no,high,https://dwaprices.com/ause.php?id=11
Fungican,فنجيكان,fluconazole,150 mg,capsule,2 capsules,,antifungal,triazole antifungal,fungal infections,no,no,high,https://dwaprices.com/ause.php?id=11
Flucoral,فلوكورال,fluconazole,150 mg,capsule,2 capsules,,antifungal,triazole antifungal,fungal infections,no,no,high,https://dwaprices.com/ause.php?id=11
Treflucan,تريفلوكان,fluconazole,150 mg,capsule,1 capsule,,antifungal,triazole antifungal,fungal infections,no,no,high,https://dwaprices.com/ause.php?id=11
Sporanox,سبورانوكس,itraconazole,100 mg,capsule,,Janssen,antifungal,triazole antifungal,fungal infections,no,no,medium,
Lamisil,لاميزيل,terbinafine,250 mg,tablet,,Novartis,antifungal,allylamine antifungal,fungal nail and skin infections,no,no,medium,
Zovirax,زوفيراكس,acyclovir,400 mg,tablet,10 tablets,GSK,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Zovirax,زوفيراكس,acyclovir,200 mg/5 mL,powder for oral suspension,125 mL,GSK,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Zovirax,زوفيراكس,acyclovir,400 mg/5 mL,powder for oral suspension,100 mL,GSK,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Acyclovir Stada,اسيكلوفير ستادا,acyclovir,400 mg,tablet,35 tablets,Stada,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Acyclovir Stada,اسيكلوفير ستادا,acyclovir,800 mg,tablet,35 tablets,Stada,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Lovir,لوفير,acyclovir,400 mg,orally disintegrating tablet,10 tablets,,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Lovir,لوفير,acyclovir,800 mg,orally disintegrating tablet,35 tablets,,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Virustat,فيروستات,acyclovir,200 mg/5 mL,suspension,120 mL,,antiviral,nucleoside analogue,herpes virus infections,no,no,high,https://dwaprices.com/ause.php?id=12
Valtrex,فالتريكس,valacyclovir,500 mg,film-coated tablet,42 tablets,GSK,antiviral,nucleoside analogue,herpes and shingles,no,no,high,https://dwaprices.com/ause.php?id=12
Tamiflu,تامیفلو,oseltamivir,75 mg,capsule,10 capsules,Roche,antiviral,neuraminidase inhibitor,influenza,no,no,high,https://dwaprices.com/ause.php?id=12
MPI Viropack,فيروباك,sofosbuvir,400 mg,film-coated tablet,,Pharco,antiviral,NS5B polymerase inhibitor,hepatitis C,no,no,medium,
Heterosofir,هيتيروسوفير,sofosbuvir,400 mg,film-coated tablet,,Hetero,antiviral,NS5B polymerase inhibitor,hepatitis C,no,no,medium,
Daclanork,داكلانورك,daclatasvir,60 mg,film-coated tablet,,Marcyrl,antiviral,NS5A inhibitor,hepatitis C,no,no,medium,
Sofolanork,سوفولانورك,sofosbuvir,400 mg,film-coated tablet,,Marcyrl,antiviral,NS5B polymerase inhibitor,hepatitis C,no,no,medium,
Vermox,فيرموكس,mebendazole,100 mg,chewable tablet,6 tablets,Janssen,antiparasitic,benzimidazole anthelmintic,intestinal worms,no,no,medium,
Alzental,الزينتال,albendazole,400 mg,chewable tablet,1 tablet,EIPICO,antiparasitic,benzimidazole anthelmintic,intestinal worms,no,no,medium,
Alzental,الزينتال,albendazole,200 mg/5 mL,suspension,10 mL,EIPICO,antiparasitic,benzimidazole anthelmintic,intestinal worms,no,no,medium,
Nanazoxid,نانازوكسيد,nitazoxanide,500 mg,film-coated tablet,6 tablets,Pharco,antiparasitic,thiazolide antiparasitic,intestinal parasitic and viral infections,no,no,medium,
Nanazoxid,نانازوكسيد,nitazoxanide,100 mg/5 mL,suspension,30 mL,Pharco,antiparasitic,thiazolide antiparasitic,intestinal parasitic and viral infections,no,no,medium,
Distocide,ديستوسيد,praziquantel,600 mg,film-coated tablet,6 tablets,EIPICO,antiparasitic,anthelmintic,parasitic worm infections,no,no,medium,
Iverzine,ايفرزين,ivermectin,3 mg,tablet,4 tablets,,antiparasitic,anthelmintic,scabies and strongyloidiasis,no,no,medium,
