brand_en,brand_ar,ingredients,strength,form,pack_size,manufacturer,categories,drug_class,use_en,fridge,controlled,confidence,source
Declophen,ديكلوفين,diclofenac sodium,100 mg,suppository,5 suppositories,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=1915
Rheumafen,روماФين,diclofenac sodium,75 mg/3 mL,injection,4 ampoules,GlaxoSmithKline,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://dwaprices.com/med.php?id=26010
Rheumafen,روماФين,diclofenac diethylamine,1.16%,gel,,GlaxoSmithKline,anti-inflammatory;musculoskeletal,topical nsaid,topical pain and inflammation relief,no,no,high,https://gardeniapharmacies.com/en/product/rheumafen-acti-gel/?lang=en
Dolphin,دولفين,diclofenac sodium,12.5 mg,suppository,5 suppositories,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://yaoota.com/en-eg/product/dolphin-125mg-infantile-5-suppositories-price-from-agzakhana-egypt
Dolphin,دولفين,diclofenac sodium,25 mg,suppository,10 suppositories,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://gardeniapharmacy.com/product/dolphin-25mg-5-supp/?lang=en
Dolphin,دولفين,diclofenac sodium,50 mg,suppository,10 suppositories,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://russkaya-apteka.com/en/products/dolfin-50-mg-10-suppozitorij
Dolphin,دولفين,diclofenac sodium,75 mg/3 mL,injection,3 ampoules,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://russkaya-apteka.com/en/products/dolfin-75-mg-3-ampuly
Dolphin,دولفين,diclofenac sodium,3%,gel,30 g,,anti-inflammatory;musculoskeletal,topical nsaid,topical pain and inflammation relief,no,no,high,https://dwaprices.com/med.php?id=3803
Diclac,ديكلاك,diclofenac sodium,5%,gel,30 g,,anti-inflammatory;musculoskeletal,topical nsaid,topical pain and inflammation relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=2044
Brufen,بروفين,ibuprofen,400 mg,tablet,30 tablets,Abbott,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),"pain, fever and inflammation relief",no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=1031
Brufen,بروفين,ibuprofen,100 mg/5 mL,syrup,150 mL,Abbott,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),"pain, fever and inflammation relief",no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=2134
Profenid,بروفينيد,ketoprofen,100 mg,suppository,6 suppositories,Sanofi,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://yaoota.com/en-eg/product/profenid-100-mg-6-supp-price-from-seif-egypt
Profenid,بروفينيد,ketoprofen,100 mg/2 mL,injection,3 ampoules,Sanofi,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://yaoota.com/en-eg/product/profenid-100-mg-2-ml-3-amp-price-from-seif-egypt
Ketofan,كيتوفان,ketoprofen,25 mg,tablet,30 tablets,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://egyptiandrugstore.com/index.php?product_id=2087&route=product%2Fproduct
Ketofan,كيتوفان,ketoprofen,50 mg,capsule,20 capsules,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=2541
Ketofan,كيتوفان,ketoprofen,100 mg,extended-release capsule,30 capsules,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://egyptiandrugstore.com/index.php?product_id=2504&route=product%2Fproduct
Ketofan,كيتوفان,ketoprofen,150 mg,tablet,30 tablets,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=5250
Ketofan,كيتوفان,ketoprofen,100 mg/2 mL,injection,3 ampoules,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=2128
Bi-Alcofan,باي الكوفان,ketoprofen,150 mg,tablet,30 tablets,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://egyptiandrugstore.com/index.php?product_id=2753&route=product%2Fproduct
Fastum Gel,فاستم جيل,ketoprofen,2.5%,gel,50 g,Menarini,anti-inflammatory;musculoskeletal,topical nsaid,topical muscle and joint pain relief,no,no,high,https://www.noon.com/egypt-en/gel-ketoprofen-2-5-50g/Z3135C2DE8817C6BE05A7Z/p/
Sirdalud,سيردالود,tizanidine,2 mg,tablet,20 tablets,Novartis,musculoskeletal,centrally acting skeletal muscle relaxant,muscle spasm relief,no,no,high,https://gardeniapharmacies.com/en/product/sirdalud-2mg-20tab/
Sirdalud,سيردالود,tizanidine,4 mg,tablet,20 tablets,Novartis,musculoskeletal,centrally acting skeletal muscle relaxant,muscle spasm relief,no,no,high,https://gardeniapharmacies.com/en/product/sirdalud-4mg-20tab/
Norgesic,نورجيزيك,paracetamol;orphenadrine,450/35 mg,tablet,20 tablets,,analgesic;musculoskeletal,muscle relaxant + analgesic combination,muscle pain and spasm relief,no,no,medium,
Flexofan,فليكسوفان,chlorzoxazone;ketoprofen,250/50 mg,capsule,20 capsules,,analgesic;musculoskeletal,muscle relaxant + nsaid combination,muscle pain and spasm relief,no,no,high,https://egyptiandrugstore.com/index.php?product_id=2419&route=product%2Fproduct
Zyloric,زايلوريك,allopurinol,100 mg,tablet,30 tablets,GSK,musculoskeletal,xanthine oxidase inhibitor,"lowers uric acid, prevents gout",no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=4241
Zyloric,زايلوريك,allopurinol,300 mg,tablet,30 tablets,GSK,musculoskeletal,xanthine oxidase inhibitor,"lowers uric acid, prevents gout",no,no,high,https://tdawi.com/en_eg/zyloric-300-mg-30-tablets
Colchicine,كولشيسين,colchicine,0.5 mg,tablet,100 tablets,,anti-inflammatory;musculoskeletal,anti-inflammatory alkaloid (gout),treats acute gout attacks,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=3688
Methotrexate,ميثوتريكسات,methotrexate,2.5 mg,tablet,100 tablets,Technomed,anti-inflammatory;musculoskeletal,antimetabolite dmard,rheumatoid arthritis treatment,no,no,high,http://egyptiandrugstore.com/index.php?route=product%2Fproduct&product_id=1900
Plaquenil,بلاكينيل,hydroxychloroquine,200 mg,tablet,60 tablets,Sanofi,anti-inflammatory;musculoskeletal,antimalarial dmard,rheumatoid arthritis and lupus treatment,no,no,high,https://tdawi.com/en_eg/plaquenil-200-mg-60-tablets
Salazopyrin,سالازوبيرين,sulfasalazine,500 mg,tablet,,Pfizer,anti-inflammatory;musculoskeletal,dmard,rheumatoid arthritis treatment,no,no,medium,
Arava,أرافا,leflunomide,20 mg,tablet,,Sanofi,anti-inflammatory;musculoskeletal,immunomodulatory dmard,rheumatoid arthritis treatment,no,no,medium,
Tramal,ترامال,tramadol,50 mg,capsule,,Grunenthal,analgesic,opioid analgesic,moderate to severe pain relief,no,yes,medium,
Tramal,ترامال,tramadol,100 mg/2 mL,injection,,Grunenthal,analgesic,opioid analgesic,moderate to severe pain relief,no,yes,medium,
Zaldiar,زالديار,tramadol;paracetamol,37.5/325 mg,tablet,,Grunenthal,analgesic,opioid analgesic + paracetamol,moderate to severe pain relief,no,yes,medium,
Mobic,موبيك,meloxicam,15 mg,tablet,30 tablets,Boehringer Ingelheim,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),arthritis pain and inflammation relief,no,no,high,https://tdawi.com/en_eg/mobic-15-mg-30-tablets
Feldene,فيلدين,piroxicam,20 mg,capsule,10 capsules,Pfizer,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),arthritis pain and inflammation relief,no,no,high,https://egyptiandrugstore.com/index.php?product_id=2401&route=product%2Fproduct
Feldene,فيلدين,piroxicam,20 mg/mL,injection,,Pfizer,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),arthritis pain and inflammation relief,no,no,medium,
Feldene,فيلدين,piroxicam,0.5%,gel,15 g,Pfizer,anti-inflammatory;musculoskeletal,topical nsaid,topical arthritis pain relief,no,no,medium,
Xefo,زيفو,lornoxicam,8 mg,tablet,10 tablets,Takeda,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://gardeniapharmacies.com/en/product/xefo-8mg-10tab/
Xefo Rapid,زيفو رابيد,lornoxicam,8 mg,tablet,20 tablets,Takeda,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,high,https://www.bloompharmacy.com/products/xefo-rapid-8-mg-20-tablets
Arcoxia,أركوكسيا,etoricoxib,60 mg,tablet,14 tablets,MSD,analgesic;anti-inflammatory,cox-2 selective nsaid,arthritis pain and inflammation relief,no,no,high,https://russkaya-apteka.com/en/products/arkoksia-60-mg-14-tabletok
Arcoxia,أركوكسيا,etoricoxib,90 mg,tablet,14 tablets,MSD,analgesic;anti-inflammatory,cox-2 selective nsaid,arthritis pain and inflammation relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=3161
Arcoxia,أركوكسيا,etoricoxib,120 mg,tablet,7 tablets,MSD,analgesic;anti-inflammatory,cox-2 selective nsaid,arthritis pain and inflammation relief,no,no,high,https://russkaya-apteka.com/en/products/arkoksia-120-mg
Celebrex,سيليبريكس,celecoxib,200 mg,capsule,10 capsules,Pfizer,analgesic;anti-inflammatory,cox-2 selective nsaid,arthritis pain and inflammation relief,no,no,high,https://gardeniapharmacies.com/en/product/celebrex-200mg-10cap/
Celebrex,سيليبريكس,celecoxib,100 mg,capsule,,Pfizer,analgesic;anti-inflammatory,cox-2 selective nsaid,arthritis pain and inflammation relief,no,no,medium,
Naprosyn,نابروسين,naproxen,500 mg,tablet,,,analgesic;anti-inflammatory,nonsteroidal anti-inflammatory drug (nsaid),pain and inflammation relief,no,no,medium,
Novalgin,نوفالجين,metamizole,500 mg,film-coated tablet,10 tablets,Sanofi,analgesic,non-opioid analgesic (pyrazolone),severe pain and high fever relief,no,no,high,http://egyptiandrugstore.com/index.php?route=product/product&product_id=2567
Novalgin,نوفالجين,metamizole,500 mg/3 mL,injection,3 ampoules,Sanofi,analgesic,non-opioid analgesic (pyrazolone),severe pain and high fever relief,no,no,high,https://yaoota.com/en-eg/product/novalgin-500mg3ml-3-ampoule-price-from-misr_online-egypt
Novalgin,نوفالجين,metamizole,1 g/2 mL,injection,3 ampoules,Sanofi,analgesic,non-opioid analgesic (pyrazolone),severe pain and high fever relief,no,no,high,https://yaoota.com/en-eg/product/novalgin-1-g-2-ml-3-amp-xxx-price-from-seif-egypt
