brand_en,brand_ar,ingredients,strength,form,pack_size,manufacturer,categories,drug_class,use_en,fridge,controlled,confidence,source
Quitapex,كيوتابكس,quetiapine,100 mg,film-coated tablet,30 tablets,,psychiatric,atypical antipsychotic,schizophrenia and bipolar disorder,no,no,high,https://dwaprices.com/ause.php?id=16
Quitapex,كيوتابكس,quetiapine,200 mg,film-coated tablet,30 tablets,,psychiatric,atypical antipsychotic,schizophrenia and bipolar disorder,no,no,high,https://dwaprices.com/ause.php?id=16
Abilify,أبيليفاي,aripiprazole,5 mg,tablet,10 tablets,Otsuka,psychiatric,atypical antipsychotic,schizophrenia and bipolar disorder,no,no,high,https://dwaprices.com
Abilify,أبيليفاي,aripiprazole,10 mg,tablet,28 tablets,Otsuka,psychiatric,atypical antipsychotic,schizophrenia and bipolar disorder,no,no,medium,
Aripiprex,اريبيبركس,aripiprazole,10 mg,film-coated tablet,30 tablets,,psychiatric,atypical antipsychotic,schizophrenia and bipolar disorder,no,no,high,https://dwaprices.com/ause.php?id=16
Aripiprex,اريبيبركس,aripiprazole,15 mg,film-coated tablet,20 tablets,,psychiatric,atypical antipsychotic,schizophrenia and bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=32440
Leponex,ليبونكس,clozapine,25 mg,tablet,50 tablets,Novartis,psychiatric,atypical antipsychotic,treatment-resistant schizophrenia,no,no,high,https://dwaprices.com/med.php?id=7201
Leponex,ليبونكس,clozapine,100 mg,tablet,50 tablets,Novartis,psychiatric,atypical antipsychotic,treatment-resistant schizophrenia,no,no,high,https://dwaprices.com/med.php?id=21703
Clozapex,كلوزابكس,clozapine,25 mg,tablet,50 tablets,,psychiatric,atypical antipsychotic,treatment-resistant schizophrenia,no,no,high,https://dwaprices.com/med.php?id=2822
Clozapex,كلوزابكس,clozapine,100 mg,tablet,50 tablets,,psychiatric,atypical antipsychotic,treatment-resistant schizophrenia,no,no,high,https://dwaprices.com/med.php?id=2822
Solian,سوليان,amisulpride,200 mg,tablet,30 tablets,Sanofi,psychiatric,atypical antipsychotic,schizophrenia,no,no,high,https://dwaprices.com/med.php?id=27245
Amipride,اميبرايد,amisulpride,50 mg,tablet,30 tablets,,psychiatric,atypical antipsychotic,schizophrenia,no,no,high,https://dwaprices.com/med.php?id=1805
Amipride,اميبرايد,amisulpride,200 mg,tablet,20 tablets,,psychiatric,atypical antipsychotic,schizophrenia,no,no,high,https://dwaprices.com/med.php?id=13947
Amipride,اميبرايد,amisulpride,400 mg,film-coated tablet,20 tablets,,psychiatric,atypical antipsychotic,schizophrenia,no,no,high,https://dwaprices.com
Fluanxol Depot,فلوانكسول ديبو,flupentixol decanoate,40 mg/2 mL,injection,10 ampoules,Lundbeck,psychiatric,typical antipsychotic (long-acting),schizophrenia maintenance,no,no,high,https://dwaprices.com/med.php?id=19186
Dogmatil,دوجماتيل,sulpiride,50 mg,capsule,30 capsules,Sanofi,psychiatric,antipsychotic / gastric prokinetic,psychosis and low mood,no,no,high,https://dwaprices.com/med.php?id=17757
Dogmatil Fort,دوجماتيل فورت,sulpiride,200 mg,tablet,10 tablets,Sanofi,psychiatric,antipsychotic / gastric prokinetic,psychosis and low mood,no,no,high,https://dwaprices.com/med.php?id=3775
Prianil C.R.,بريانيل سي.ار,lithium carbonate,400 mg,extended-release tablet,30 tablets,El Nile,psychiatric,mood stabilizer,bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=25225
Depakine,ديباكين,valproate,200 mg,tablet,40 tablets,Sanofi,neurology,antiepileptic,epilepsy and bipolar disorder,no,no,high,https://dwaprices.com/aorder.php?id=3414
Depakine Chrono,ديباكين كرونو,valproate,500 mg,extended-release tablet,30 tablets,Sanofi,neurology,antiepileptic,epilepsy and bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=3416
Depakine,ديباكين,valproate,200 mg/mL,oral solution,40 mL,Sanofi,neurology,antiepileptic,epilepsy and bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=17261
Tegretol,تجريتول,carbamazepine,200 mg,tablet,30 tablets,Novartis,neurology,antiepileptic,epilepsy and nerve pain,no,no,high,https://dwaprices.com/med.php?id=11234
Tegretol CR,تجريتول سي ار,carbamazepine,200 mg,extended-release tablet,20 tablets,Novartis,neurology,antiepileptic,epilepsy and nerve pain,no,no,high,https://dwaprices.com/med.php?id=11237
Tegretol CR,تجريتول سي ار,carbamazepine,400 mg,extended-release tablet,20 tablets,Novartis,neurology,antiepileptic,epilepsy and nerve pain,no,no,high,https://dwaprices.com/med.php?id=11236
Lamictal,لاميكتال,lamotrigine,25 mg,tablet,30 tablets,GSK,neurology,antiepileptic,epilepsy and bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=7074
Lamictal,لاميكتال,lamotrigine,50 mg,tablet,30 tablets,GSK,neurology,antiepileptic,epilepsy and bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=7075
Lamictal,لاميكتال,lamotrigine,100 mg,tablet,30 tablets,GSK,neurology,antiepileptic,epilepsy and bipolar disorder,no,no,high,https://dwaprices.com/med.php?id=21560
Xanax,زاناكس,alprazolam,0.5 mg,tablet,,Pfizer,psychiatric,benzodiazepine anxiolytic,anxiety,no,yes,medium,
Prazolam,برازولام,alprazolam,0.25 mg,tablet,30 tablets,,psychiatric,benzodiazepine anxiolytic,anxiety,no,yes,high,https://dwaprices.com/med.php?id=25138
Prazolam,برازولام,alprazolam,0.5 mg,tablet,30 tablets,,psychiatric,benzodiazepine anxiolytic,anxiety,no,yes,high,https://dwaprices.com/med.php?id=25139
Zolam,زولام,alprazolam,0.5 mg,tablet,30 tablets,,psychiatric,benzodiazepine anxiolytic,anxiety,no,yes,medium,
Rivotril,ريفوتريل,clonazepam,2 mg,tablet,,Roche,psychiatric,benzodiazepine anticonvulsant,anxiety and seizures,no,yes,medium,
Klozepam,كلوزيبام,clonazepam,0.5 mg,tablet,20 tablets,,psychiatric,benzodiazepine anticonvulsant,anxiety and seizures,no,yes,high,https://dwaprices.com/med.php?id=21459
Klozepam,كلوزيبام,clonazepam,2 mg,tablet,20 tablets,,psychiatric,benzodiazepine anticonvulsant,anxiety and seizures,no,yes,high,https://dwaprices.com/med.php?id=21460
Valium,فاليوم,diazepam,5 mg,tablet,,Roche,psychiatric,benzodiazepine anxiolytic,anxiety and muscle spasm,no,yes,medium,
Neuril,نيوريل,diazepam,10 mg/2 mL,injection,5 ampoules,,psychiatric,benzodiazepine anxiolytic,acute anxiety and seizures,no,yes,high,https://dwaprices.com/ause.php?id=42
Lexotanil,ليكسوتانيل,bromazepam,3 mg,tablet,,Roche,psychiatric,benzodiazepine anxiolytic,anxiety,no,yes,medium,
Stilnox,ستيلنوكس,zolpidem,10 mg,film-coated tablet,,Sanofi,psychiatric,non-benzodiazepine hypnotic,short-term insomnia,no,yes,medium,
Ritalin,ريتالين,methylphenidate,10 mg,tablet,,Novartis,psychiatric,cns stimulant,adhd,no,yes,medium,
Concerta,كونسيرتا,methylphenidate,18 mg,extended-release tablet,,Janssen,psychiatric,cns stimulant,adhd,no,yes,medium,
Concerta,كونسيرتا,methylphenidate,36 mg,extended-release tablet,,Janssen,psychiatric,cns stimulant,adhd,no,yes,medium,
Strattera,ستراتيرا,atomoxetine,25 mg,capsule,,Eli Lilly,psychiatric,non-stimulant adhd medication,adhd,no,no,medium,
Keppra,كيبرا,levetiracetam,500 mg,film-coated tablet,30 tablets,UCB,neurology,antiepileptic,epilepsy,no,no,high,https://dwaprices.com/ause.php?id=42
Keppra,كيبرا,levetiracetam,1000 mg,film-coated tablet,30 tablets,UCB,neurology,antiepileptic,epilepsy,no,no,medium,
Tiratam,تيراتام,levetiracetam,500 mg,tablet,30 tablets,,neurology,antiepileptic,epilepsy,no,no,high,https://dwaprices.com/ause.php?id=42
Tiratam,تيراتام,levetiracetam,1000 mg,tablet,20 tablets,,neurology,antiepileptic,epilepsy,no,no,high,https://dwaprices.com/ause.php?id=42
Epanutin,ابانوتين,phenytoin,100 mg,capsule,50 capsules,Pfizer,neurology,antiepileptic,epilepsy,no,no,high,https://dwaprices.com/ause.php?id=42
Topamax,توباماكس,topiramate,25 mg,tablet,60 tablets,Janssen,neurology,antiepileptic,epilepsy and migraine prevention,no,no,high,https://dwaprices.com/ause.php?id=42
Topamax,توباماكس,topiramate,100 mg,tablet,60 tablets,Janssen,neurology,antiepileptic,epilepsy and migraine prevention,no,no,high,https://dwaprices.com/ause.php?id=42
Trileptal,تريليبتال,oxcarbazepine,300 mg,tablet,50 tablets,Novartis,neurology,antiepileptic,epilepsy,no,no,high,https://dwaprices.com/ause.php?id=42
Trileptal,تريليبتال,oxcarbazepine,600 mg,tablet,50 tablets,Novartis,neurology,antiepileptic,epilepsy,no,no,high,https://dwaprices.com/ause.php?id=42
Neurontin,نيورونتين,gabapentin,300 mg,capsule,20 capsules,Pfizer,neurology,antiepileptic / nerve pain agent,epilepsy and nerve pain,no,no,high,https://dwaprices.com/ause.php?id=42
Gabalepsy,جابالبسي,gabapentin,300 mg,capsule,30 capsules,,neurology,antiepileptic / nerve pain agent,epilepsy and nerve pain,no,no,high,https://dwaprices.com/ause.php?id=42
Lyrica,ليريكا,pregabalin,75 mg,capsule,20 capsules,Pfizer,neurology,antiepileptic / nerve pain agent,nerve pain and epilepsy,no,yes,high,https://dwaprices.com/ause.php?id=42
Lyrica,ليريكا,pregabalin,150 mg,capsule,20 capsules,Pfizer,neurology,antiepileptic / nerve pain agent,nerve pain and epilepsy,no,yes,high,https://dwaprices.com/ause.php?id=42
Parkinol,باركينول,trihexyphenidyl,2 mg,tablet,,,neurology,anticholinergic,drug-induced tremor and stiffness,no,yes,medium,
Akineton,اكينيتون,biperiden,2 mg,tablet,,Abbott,neurology,anticholinergic,drug-induced tremor and stiffness,no,yes,medium,
Sinemet,سينيميت,levodopa;carbidopa,250/25 mg,tablet,,Organon,neurology,antiparkinsonian,parkinson's disease,no,no,medium,
Aricept,اريسبت,donepezil,10 mg,film-coated tablet,,Eisai,neurology,cholinesterase inhibitor,alzheimer's dementia,no,no,medium,
Ebixa,ايبيكسا,memantine,10 mg,film-coated tablet,,Lundbeck,neurology,nmda receptor antagonist,alzheimer's dementia,no,no,medium,
Imigran,ايميجران,sumatriptan,50 mg,tablet,2 tablets,GSK,neurology,triptan,acute migraine,no,no,high,https://dwaprices.com/ause.php?id=30
Betaserc,بيتاسيرك,betahistine,24 mg,tablet,,Abbott,neurology,antivertigo agent,vertigo and dizziness,no,no,medium,
Betaserc,بيتاسيرك,betahistine,16 mg,tablet,,Abbott,neurology,antivertigo agent,vertigo and dizziness,no,no,medium,
Neurobion,نيوروبيون,thiamine;pyridoxine;cyanocobalamin,100/200/0.2 mg,film-coated tablet,20 tablets,Merck,neurology,vitamin b complex,nerve support and neuropathy,no,no,medium,
Neurovit,نيوروفيت,thiamine;pyridoxine;cyanocobalamin,100/200/0.2 mg,tablet,30 tablets,,neurology,vitamin b complex,nerve support and neuropathy,no,no,medium,
Stugeron,ستوجيرون,cinnarizine,25 mg,tablet,,Janssen,neurology,antihistamine / calcium channel blocker,vertigo and motion sickness,no,no,high,https://dwaprices.com/ause.php?id=53
Nootropil,نوتروبيل,piracetam,1200 mg,tablet,,UCB,neurology,nootropic,memory and cognitive support,no,no,medium,
Oxitropil,اوكسيتروبيل,piracetam,1200 mg,tablet,60 tablets,,neurology,nootropic,memory and cognitive support,no,no,high,https://dwaprices.com/ause.php?id=53
Egyram,ايجرام,piracetam,800 mg,tablet,,,neurology,nootropic,memory and cognitive support,no,no,high,https://dwaprices.com/ause.php?id=53
